YearMo;7169;7786;7766;7712;7660;7625;7558;7486;7445;7170;7169_weight_acc;7786_weight_acc;7766_weight_acc;7712_weight_acc;7660_weight_acc;7625_weight_acc;7558_weight_acc;7486_weight_acc;7445_weight_acc;7170_weight_acc
201702;0,330000000000;0,024410760000;0,233649360000;0,033532080000;0,075820550000;0,043588080000;-0,007690800000;0,007449660000;0,036486240000;-0,115942500000;1,413068118080;1,002131318266;1,021374140912;1,046789892358;1,045779198284;1,042220515223;1,014081235731;1,009689993317;1,059344165480;1,117028509321
201703;0,250000000000;-0,023376780000;0,046108250000;0,056238000000;0,080739660000;-0,156065060000;-0,007066800000;-0,011984830000;0,179213680000;0,086914540000;1,416600788375;1,001897052233;1,021845078655;1,047378586058;1,046623556853;1,040593973151;1,014009572638;1,009568983688;1,061242655143;1,117999369511
201704;0,140000000000;0,020229000000;0,001466250000;0,009760140000;0,117517000000;-0,010767600000;0,028163520000;-0,011510240000;-0,167081740000;0,148395320000;1,418584029479;1,002099725987;1,021860061458;1,047480811674;1,047853517459;1,040481926154;1,014295153427;1,009452779875;1,059469512449;1,119658428253
201705;0,310000000000;0,003323700000;0,003905680000;0,024929010000;0,073488600000;-0,075228720000;0,057706320000;-0,009416660000;0,323993860000;-0,089947200000;1,422981639970;1,002133032776;1,021899972042;1,047741938271;1,048623570339;1,039699184919;1,014880465834;1,009357723139;1,062902128618;1,118651326848
201706;-0,230000000000;0,003316140000;0,003896800000;0,035738340000;0,054688940000;-0,092450800000;0,012447120000;-0,002850470000;-0,118699350000;-0,127659000000;1,419708782198;1,002166264910;1,021939793440;1,048116383847;1,049197051454;1,038737974705;1,015006789223;1,009328951700;1,061640470700;1,117223267750
201707;0,240000000000;-0,000739340000;-0,000977260000;0,039208680000;0,044293810000;0,060276560000;-0,025004280000;-0,009381470000;0,251434960000;-0,119672340000;1,423116083276;1,002158855494;1,021929806431;1,048527336446;1,049661780802;1,039364090224;1,014752994084;1,009234261807;1,064309805993;1,115886260523
201708;0,190000000000;-0,020649440000;0,011697600000;0,031621890000;0,049146290000;0,271503090000;0,017151180000;0,008120000000;0,088605930000;-0,270531310000;1,425820003834;1,001951915303;1,022049347692;1,048858900607;1,050177650625;1,042185995845;1,014927036196;1,009316211629;1,065252847594;1,112867438804
201709;0,160000000000;0,018298500000;0,001950640000;0,061118960000;0,038441920000;0,142053850000;0,016576560000;0,005278390000;-0,018724440000;-0,102380280000;1,428101315840;1,002135257474;1,022069284196;1,049499952259;1,050581359077;1,043666461176;1,015095276186;1,009369487275;1,065053384964;1,111728082004
201710;0,420000000000;0,014687600000;0,002922420000;0,035064640000;0,062570040000;0,088658640000;0,042082410000;-0,015830490000;0,206948000000;-0,012413600000;1,434099341366;1,002282447092;1,022099153353;1,049867955639;1,051238708254;1,044591761667;1,015522452742;1,009209699139;1,067257491643;1,111590076527
201711;0,280000000000;0,005506950000;0,001455960000;0,045974460000;0,040950960000;0,094139760000;0,005943800000;-0,018119700000;0,199386190000;-0,093901040000;1,438114819522;1,002337642285;1,022114034708;1,050350626762;1,051669200597;1,045575137844;1,015582813365;1,009026833369;1,069385455693;1,110546281885
201712;0,440000000000;-0,004033260000;0,007260900000;0,046032000000;0,048199200000;0,223173660000;0,049851480000;0,001199520000;-0,063421200000;0,132573240000;1,444442524728;1,002297215402;1,022188249386;1,050834124163;1,052176096738;1,047908586148;1,016089096428;1,009038936848;1,068707238605;1,112018569072
201801;0,290000000000;0,004011040000;0,010618300000;0,024102980000;0,050583960000;0,201125100000;-0,058403100000;0,005576060000;-0,133636150000;0,181884600000;1,448631408050;1,002337417944;1,022296788401;1,051087406501;1,052708329074;1,050016193339;1,015495668897;1,009095201464;1,067279059396;1,114041159598
201802;0,320000000000;0,001819900000;0,187630260000;0,018613130000;0,045826860000;0,136400500000;-0,022361860000;0,001193070000;0,034197240000;-0,081476340000;1,453267028556;1,002355659483;1,024214926523;1,051283046767;1,053190752246;1,051448420677;1,015268585177;1,009107240677;1,067644039378;1,113133479635
201803;0,090000000000;-0,011978010000;0,013984880000;0,005466050000;0,057918720000;-0,046275250000;0,019285860000;0,003172400000;0,029502440000;0,017170720000;1,454574968881;1,002235597222;1,024358161751;1,051340510424;1,053800746849;1,050961860292;1,015464388455;1,009139253595;1,067959020420;1,113324612669
201804;0,220000000000;-0,002530220000;0,004003120000;0,013111800000;0,110235580000;0,000000000000;0,036327660000;0,008723880000;0,026422930000;0,022074300000;1,457775033813;1,002210238456;1,024399168038;1,051478360089;1,054962410215;1,050961860292;1,015833282906;1,009227289692;1,068241206484;1,113570371283
201805;0,400000000000;0,005770080000;0,003013800000;0,012028940000;0,069520050000;0,073672400000;0,034177660000;-0,002376780000;0,128663280000;0,078288320000;1,463606133948;1,002268066789;1,024430041380;1,051604841790;1,055695820610;1,051736129118;1,016180470951;1,009203302580;1,069615640659;1,114442166819
201806;1,260000000000;0,000000000000;0,001001320000;0,035988810000;0,045205490000;0,290998080000;-0,009443200000;0,013405180000;0,386091360000;0,496172600000;1,482047571236;1,002268066789;1,024440299203;1,051983301858;1,056173053078;1,054796661060;1,016084510997;1,009338588099;1,073745334232;1,119971723494
201807;0,330000000000;0,002842240000;-0,003956480000;0,033491780000;0,008477140000;0,090527010000;-0,034914000000;0,018359140000;0,242613140000;-0,029560080000;1,486938328221;1,002296553653;1,024399767427;1,052335629791;1,056262586347;1,055751536939;1,015729755251;1,009523893984;1,076350381503;1,119640658956
201808;-0,090000000000;0,001063140000;0,012312750000;0,038882160000;0,064013400000;-0,225728060000;0,010957300000;0,021913360000;0,070148760000;-0,083392820000;1,485600083726;1,002307209468;1,024525899209;1,052744800615;1,056938735941;1,053368409476;1,015841051807;1,009745114589;1,077105427949;1,118706959037
201809;0,480000000000;-0,002483810000;0,011860800000;0,041225440000;0,034027840000;0,309122970000;-0,001156700000;0,004332350000;0,059306560000;0,024466000000;1,492730964127;1,002282314061;1,024647416177;1,053178799291;1,057298389363;1,056624613188;1,015829301574;1,009788860281;1,077744222126;1,118980661882
201810;0,450000000000;0,000705780000;0,001972200000;0,027091500000;0,032745060000;0,170277280000;0,018993480000;0,029825440000;0,022415260000;0,143823710000;1,499448253466;1,002289387970;1,024667624274;1,053464121225;1,057644602355;1,058423804840;1,016022242909;1,010090034252;1,077985801296;1,120590021384
201811;-0,210000000000;-0,002459800000;0,001964320000;0,038936160000;-0,085959700000;-0,137608920000;-0,024718550000;0,018893280000;-0,113333750000;0,095197830000;1,496299412134;1,002264733655;1,024687752025;1,053874299701;1,056735454228;1,056967319273;1,015771096943;1,010280873390;1,076764079563;1,121656798767
201812;0,150000000000;0,000351870000;0,010338300000;0,031544750000;0,038549760000;-0,099884340000;0,065384700000;0,022589670000;-0,023823000000;0,108049040000;1,498543861252;1,002268260324;1,024793687319;1,054206741714;1,057142823209;1,055911574442;1,016435255828;1,010509092506;1,076507562056;1,122868738170
201901;0,320000000000;0,001405360000;0,005910480000;0,066450350000;0,031373420000;0,003674220000;-0,066608000000;0,012734400000;0,038002560000;0,221616900000;1,503339201608;1,002282345801;1,024854257544;1,054907265784;1,057474485067;1,055950370956;1,015758228632;1,010637774775;1,076916662488;1,125357205059
201902;0,430000000000;0,000000000000;0,173506560000;0,019664460000;0,059089590000;-0,062278820000;-0,018835740000;0,007959200000;0,060124740000;0,193209900000;1,509803560175;1,002282345801;1,026632446912;1,055114707601;1,058099342405;1,055292737525;1,015566903053;1,010718213457;1,077564155832;1,127531506590
201903;0,750000000000;-0,007674700000;0,016213120000;0,017436320000;0,050678040000;0,261758880000;0,025488900000;0,010719810000;0,039534500000;0,340512130000;1,521127086876;1,002205423638;1,026798896062;1,055298680778;1,058635566413;1,058055059976;1,015825759886;1,010826560529;1,077990165433;1,131370888139
201904;0,570000000000;0,001036470000;0,004540140000;0,018417800000;0,181589580000;0,172034100000;0,010165140000;-0,009484320000;0,037764960000;0,157529610000;1,529797511271;1,002215811197;1,026845514170;1,055493043578;1,060557938291;1,059875275476;1,015929019996;1,010730690504;1,078397267987;1,133153132287
201905;0,130000000000;-0,001030920000;-0,002008240000;0,017266560000;0,071618920000;0,012858020000;0,019123640000;-0,003919700000;0,153710060000;-0,140084000000;1,531786248036;1,002205479153;1,026824892647;1,055675290918;1,061317498433;1,060011554451;1,016123302605;1,010691072893;1,080054873075;1,131565766053
201906;0,010000000000;-0,000686200000;0,007017220000;0,016192050000;0,078052480000;-0,056910730000;0,016908900000;0,000782120000;0,011073230000;-0,062105250000;1,531939426661;1,002198602019;1,026896947209;1,055846226389;1,062145883061;1,059408294137;1,016295117878;1,010698977710;1,080174470035;1,130863004305
201907;0,190000000000;0,019550430000;0,002007640000;0,047565760000;-0,024545200000;-0,031108810000;-0,029393000000;0,011341900000;0,189919200000;0,002477850000;1,534850111571;1,002394536156;1,026917563603;1,056348447671;1,061885177230;1,059078724823;1,015996398254;1,010813610177;1,082225928747;1,130891025394
201908;0,110000000000;0,003098430000;0,008017920000;0,033592220000;-0,003667110000;-0,071107920000;0,012911510000;0,021925120000;0,190242920000;-0,086581950000;1,536538446694;1,002425594649;1,026999901032;1,056703298566;1,061846236732;1,058325635971;1,016127578730;1,011035232274;1,084284786955;1,129911877892
