year;month;ipca;ipca_a;ipca12_a;cpi;juros;dolar;minimo;ibov;onibus;fipezap;stf;bigmac;passagem;plano;gasolina;gas;aluguelsp;gold;energia;cesta;juros_a;dolar_a;minimo_a;ibov_a;onibus_a;fipezap_a;stf_a;bigmac_a;passagem_a;plano_a;gasolina_a;gas_a;aluguelsp_a;gold_a;energia_a;cesta_a
2024;7;6967,89;0,38;4,50;313,534;;5,54;1412;127651;4,4;261,5;44008;23,9;;;6,04;102,59;214;13846,00;;809,77;;5,67;1485,78;134321,09;4,63;275,16;46307,53;25,15;;;6,36;107,95;225,18;14569,49;;852,08
2024;8;6966,5;-0,02;4,24;314,121;;5,55;1412;136004;4,4;263,1;44008;23,9;;;6,11;103,53;215,8;14045,00;;786,35;;5,70;1486,08;143139,11;4,63;276,90;46316,77;25,15;;;6,43;108,96;227,12;14781,84;;827,60
2024;9;6997,15;0,44;4,42;314,686;;5,54;1412;131816;4,4;264,5;44008;23,9;;;6,08;106,04;216,6;14363,00;;792,47;;5,67;1479,57;138123,70;4,61;277,16;46113,89;25,04;;;6,37;111,11;226,96;15050,30;;830,39
2024;10;7036,33;0,56;4,76;315,454;;5,62;1412;129713;4,4;265,9;44008;23,9;;;6,09;106,57;217,7;15890,00;;805,84;;5,73;1471,33;135163,23;4,58;277,07;45857,11;24,90;;;6,35;111,05;226,85;16557,66;;839,70
2024;11;7063,77;0,39;4,87;316,449;;5,81;1412;125667;4,4;267,1;44008;23,9;;;6,1;106,84;219;15830,00;;828,39;;5,92;1465,61;130438,55;4,57;277,24;45678,98;24,81;;;6,33;110,90;227,32;16431,06;;859,84
2024;12;7100,5;0,52;4,83;317,603;;6,1;1412;120283;4,4;268,5;44008;23,9;;;6,14;107,41;221,3;16234,00;;841,29;;6,21;1458,03;124204,29;4,54;277,25;45442,68;24,68;;;6,34;110,91;228,51;16763,24;;868,72
2025;1;7111,86;0,16;4,56;319,086;;6,02;1518;126134;5;269,6;44008;23,9;;;6,18;107,21;223,5;16349,00;;851,82;;6,15;1564,98;130037,99;5,15;277,94;45370,10;24,64;;;6,37;110,53;230,42;16855,02;;878,18
2025;2;7205,03;1,29;5,06;319,775;;5,77;1518;122799;5;270,6;46336,19;23,9;;;6,36;107,24;226,2;16822,00;;860,53;;5,83;1544,75;124962,67;5,09;275,37;47152,62;24,32;;;6,47;109,13;230,19;17118,40;;875,69
2025;3;7245,38;0,56;5,48;319,615;;5,75;1518;130259;5;271,2;46336,19;23,9;;;6,34;107,31;228,6;17810,00;;880,72;;5,77;1536,14;131815,91;5,06;274,44;46890,02;24,19;;;6,42;108,59;231,33;18022,87;;891,25
2025;4;7276,54;0,43;5,53;320,321;;5,78;1518;135066;5;271,9;46336,19;23,9;;;6,32;107,50;231;18667,00;;909,25;;5,79;1529,57;136095,07;5,04;273,97;46689,23;24,08;;;6,37;108,32;232,76;18809,22;;916,18
2025;5;7295,46;0,26;5,32;320,58;;5,67;1518;140109;5;272,7;46336,19;23,9;;;6,28;108,59;232,9;18833,00;;896,15;;5,67;1525,60;140810,37;5,03;274,07;46568,14;24,02;;;6,31;109,13;234,07;18927,28;;900,64
2025;6;7312,97;0,24;5,35;321,5;;5,55;1518;138854;5;273,9;46336,19;23,9;;;6,23;108,63;234,3;17940,00;;882,76;;5,55;1521,95;139214,95;5,01;274,61;46456,64;23,96;;;6,25;108,91;234,91;17986,63;;885,05
2025;7;7331,98;0,26;5,23;322,135;;5,53;1518;138025;5;275,3;46336,19;23,9;;;6,21;108,45;235,5;18433,00;;865,90;;5,53;1518,00;138025,00;5,00;275,30;46336,19;23,90;;;6,21;108,45;235,50;18433,00;;865,90
